fromPos,toPos,03-2454_S25_L001,03-2525_S26_L001,03-2592_S27_L001,06-283016_S28_L001,06-284001_S29_L001,TG77214_S5_L001,TG77218_S6_L001,TG77222_S7_L001,TG77226_S8_L001
1138500,1139500,0,2,0,1,1,0,0,0,0
1139000,1140000,3,5,2,3,3,0,0,0,3
1139500,1140500,5,6,2,3,4,0,0,0,5
1140000,1141000,5,3,1,2,2,0,0,0,5
1140500,1141500,3,1,3,3,2,0,0,0,3
1141000,1142000,7,6,7,3,5,0,0,0,7
1141500,1142500,7,10,6,5,8,0,0,0,7
1142000,1143000,1,5,3,4,6,0,0,0,1
1142500,1143500,2,4,4,5,3,0,0,0,3
1143000,1144000,5,6,6,7,4,0,0,0,6
1143500,1144500,4,8,4,5,7,0,0,0,4
1144000,1145000,1,6,2,3,5,0,0,0,1
1144500,1145500,2,2,2,1,3,0,0,0,2
1145000,1146000,2,3,2,8,4,0,0,0,2
1145500,1146500,10,10,8,31,7,0,0,0,10
1146000,1147000,12,11,15,25,5,0,0,0,12
1146500,1147500,11,10,14,6,5,0,0,0,11
1147000,1148000,9,11,6,6,7,0,0,0,9
1147500,1148500,8,10,7,8,9,0,0,0,8
1148000,1149000,12,10,11,12,13,0,0,0,12
1148500,1149500,7,5,7,7,7,0,0,0,7
1149000,1150000,3,5,4,4,3,0,0,0,3
1149500,1150500,1,6,2,5,2,0,0,0,1
1150000,1151000,7,7,5,8,8,0,0,0,7
1150500,1151500,20,18,17,14,21,0,0,0,20
1151000,1152000,15,15,13,24,15,0,0,0,15
1151500,1152500,7,11,6,43,8,0,0,0,7
1152000,1153000,11,17,17,33,8,0,0,0,11
1152500,1153500,13,15,15,9,7,0,0,0,13
1153000,1154000,10,11,9,6,9,0,0,0,10
1153500,1154500,7,8,9,8,7,0,0,0,7
1154000,1155000,5,5,5,10,5,0,0,0,5
1154500,1155500,13,8,13,10,14,0,0,0,13
1155000,1156000,22,14,19,12,18,0,0,0,22
1155500,1156500,15,17,18,12,17,0,0,0,15
1156000,1157000,13,14,13,7,15,0,0,0,13
1156500,1157500,14,12,9,14,16,0,0,0,14
1157000,1158000,9,13,9,17,16,0,0,0,9
1157500,1158500,21,31,21,20,21,0,0,0,21
1158000,1159000,23,36,26,30,23,0,0,0,23
1158500,1159500,9,15,12,42,12,0,0,0,9
1159000,1160000,18,13,17,40,19,0,0,0,18
1159500,1160500,41,36,34,39,40,0,0,0,41
1160000,1161000,37,37,30,31,35,0,0,0,37
1160500,1161500,17,18,20,12,18,0,0,0,17
1161000,1162000,12,12,14,12,14,0,0,0,12
1161500,1162500,8,7,6,10,5,0,0,0,8
1162000,1163000,3,4,3,5,1,0,0,0,3
1162500,1163500,3,4,3,5,1,0,0,0,3
1163000,1164000,3,4,3,5,1,0,0,0,3
1163500,1164500,3,4,3,5,1,0,0,0,3
1164000,1165000,3,4,3,5,1,0,0,0,3
1164500,1165500,3,4,3,5,1,0,0,0,3
1165000,1166000,3,4,3,5,1,0,0,0,3
1165500,1166500,3,4,3,5,1,0,0,0,3
1166000,1167000,3,4,3,5,1,0,0,0,3
1166500,1167500,3,4,3,5,1,0,0,0,3
1167000,1168000,3,4,3,5,1,0,0,0,3
1167500,1168500,3,4,3,5,1,0,0,0,3
1168000,1169000,3,4,3,5,1,0,0,0,3
1168500,1169500,3,4,3,5,1,0,0,0,3
1169000,1170000,3,4,3,5,1,0,0,0,3
1169500,1170500,3,4,3,5,1,0,0,0,3
1170000,1171000,23,4,15,9,3,0,0,0,23
1170500,1171500,28,22,29,12,14,0,0,0,28
1171000,1172000,11,27,23,13,13,0,0,0,11
1171500,1172500,15,15,24,13,4,0,0,0,15
1172000,1173000,12,15,40,14,3,0,0,0,12
1172500,1173500,1,7,26,12,7,0,0,0,1
1173000,1174000,4,5,8,9,15,0,0,0,4
1173500,1174500,9,9,9,9,10,0,0,0,9
1174000,1175000,8,8,6,6,3,0,0,0,8
1174500,1175500,6,5,3,3,4,0,0,0,6
1175000,1176000,6,5,4,5,5,0,0,0,6
1175500,1176500,7,6,5,6,6,0,0,0,7
1176000,1177000,7,9,4,11,6,0,0,0,7
1176500,1177500,3,8,1,9,4,0,0,0,3
1177000,1178000,4,6,1,6,8,0,0,0,4
1177500,1178500,9,10,7,12,9,0,0,0,9
1178000,1179000,6,7,7,9,4,0,0,0,6
1178500,1179500,3,2,2,3,4,0,0,0,3
1179000,1180000,4,2,1,2,4,0,0,0,4
1179500,1180500,1,3,3,1,4,0,0,0,1
1180000,1181000,2,4,6,4,11,0,0,0,2
1180500,1181500,12,6,6,11,15,0,0,0,12
1181000,1182000,14,8,7,13,12,0,0,0,14
1181500,1182500,7,6,10,12,11,0,0,0,7
1182000,1183000,5,3,8,7,11,0,0,0,5
1182500,1183500,5,2,3,2,8,0,0,0,5
1183000,1184000,8,6,4,7,8,0,0,0,8
1183500,1184500,9,6,5,7,8,0,0,0,9
1184000,1185000,4,2,2,2,21,0,0,0,4
1184500,1185500,2,0,2,2,34,0,0,0,2
1185000,1186000,5,2,9,12,23,0,0,0,5
1185500,1186500,6,6,11,15,11,0,0,0,6
1186000,1187000,5,6,5,10,10,0,0,0,4
1186500,1187500,2,7,6,10,11,0,0,0,1
1187000,1188000,2,8,8,11,8,0,0,0,2
1187500,1188500,2,4,5,9,4,0,0,0,2
1188000,1189000,2,4,3,5,3,0,0,0,2
1188500,1189500,4,5,5,4,5,0,0,0,4
1189000,1190000,2,8,6,8,9,1,1,1,2
1189500,1190500,0,7,2,7,8,1,1,1,0
1190000,1191000,3,5,6,4,6,0,0,0,3
1190500,1191500,12,15,17,12,8,0,0,0,12
1191000,1192000,12,27,13,12,7,0,0,0,12
1191500,1192500,6,25,11,13,7,0,0,0,6
1192000,1193000,13,14,15,21,11,0,0,0,13
1192500,1193500,15,19,19,25,21,0,0,0,15
1193000,1194000,14,22,32,33,19,0,0,0,14
1193500,1194500,21,19,39,40,18,0,0,0,21
1194000,1195000,27,29,35,38,14,0,0,0,27
1194500,1195500,29,31,34,31,1,0,0,0,29
1195000,1196000,28,30,34,23,15,0,0,0,28
1195500,1196500,17,34,20,11,32,0,0,0,17
1196000,1197000,4,19,6,10,20,0,0,0,4
1196500,1197500,1,5,5,14,8,0,0,0,1
1197000,1198000,1,4,4,7,5,0,0,0,1
1197500,1198500,1,1,0,1,0,0,0,0,1
1198000,1199000,1,1,0,1,0,0,0,0,1
1198500,1199500,1,1,0,1,0,0,0,0,1
1199000,1200000,1,1,0,1,0,0,0,0,1
1199500,1200500,3,3,13,3,13,0,0,0,3
1200000,1201000,9,13,32,12,32,0,0,0,9
1200500,1201500,17,30,44,21,46,0,0,0,17
1201000,1202000,13,21,30,15,30,0,0,0,13
1201500,1202500,8,5,11,7,8,0,0,0,8
1202000,1203000,6,4,6,4,4,0,0,0,6
1202500,1203500,4,1,2,2,3,0,0,0,4
1203000,1204000,8,2,5,6,8,0,0,0,8
1203500,1204500,5,3,5,10,6,0,0,0,5
1204000,1205000,2,5,5,10,6,0,0,0,2
1204500,1205500,3,6,7,8,8,0,0,0,4
1205000,1206000,2,4,4,5,5,0,0,0,3
1205500,1206500,1,2,5,5,3,0,0,0,1
1206000,1207000,1,1,8,10,2,0,0,0,1
1206500,1207500,4,7,13,15,3,0,0,0,4
1207000,1208000,7,12,17,14,6,0,0,0,7
1207500,1208500,4,6,8,8,4,0,0,0,4
1208000,1209000,0,0,0,1,0,0,0,0,0
1208500,1209500,0,0,0,1,0,0,0,0,0
1209000,1210000,0,0,0,1,0,0,0,0,0
1209500,1210500,0,0,0,1,0,0,0,0,0
1210000,1211000,0,0,0,1,0,0,0,0,0
1210500,1211500,0,0,0,1,0,0,0,0,0
1211000,1212000,0,0,0,1,0,0,0,0,0
1211500,1212500,0,0,0,1,0,0,0,0,0
1212000,1213000,0,0,0,1,0,0,0,0,0
1212500,1213500,0,0,0,1,0,0,0,0,0
1213000,1214000,3,4,5,2,1,0,0,0,3
1213500,1214500,5,6,7,3,3,0,0,0,5
1214000,1215000,3,4,4,3,3,0,0,0,3
1214500,1215500,2,5,3,1,1,0,0,0,2
1215000,1216000,5,5,4,2,2,0,0,0,5
1215500,1216500,5,4,5,3,5,0,0,0,5
1216000,1217000,4,10,9,8,8,0,0,0,4
1216500,1217500,3,13,13,10,9,0,0,0,3
1217000,1218000,1,6,8,4,5,0,0,0,1
1217500,1218500,3,4,5,4,1,0,0,0,3
1218000,1219000,4,9,5,6,4,0,0,0,4
1218500,1219500,45,48,45,29,47,0,0,0,45
1219000,1220000,48,57,47,50,48,0,0,0,48
1219500,1220500,23,31,23,42,23,0,0,0,23
1220000,1221000,22,18,22,20,21,0,0,0,22
1220500,1221500,7,5,5,4,6,0,0,0,7
1221000,1222000,2,4,3,2,3,0,0,0,2
1221500,1222500,0,3,2,1,2,0,0,0,0
1222000,1223000,3,5,1,1,1,0,0,0,3
1222500,1223500,4,4,0,1,0,0,0,0,4
1223000,1224000,3,2,2,2,3,0,0,0,3
1223500,1224500,4,2,5,4,4,0,0,0,4
1224000,1225000,4,4,6,5,1,0,0,0,4
1224500,1225500,3,4,6,5,1,0,0,0,3
1225000,1226000,1,4,4,7,4,0,0,0,1
1225500,1226500,6,8,8,10,9,0,0,0,6
1226000,1227000,6,5,8,6,23,0,0,0,6
1226500,1227500,4,3,4,5,31,0,0,0,4
1227000,1228000,4,3,3,5,15,0,0,0,4
1227500,1228500,11,2,12,4,5,0,0,0,11
1228000,1229000,13,5,23,9,10,0,0,0,13
1228500,1229500,7,8,19,11,12,0,0,0,7
1229000,1230000,12,9,16,14,11,0,0,0,12
1229500,1230500,10,7,7,8,5,0,0,0,10
1230000,1231000,4,6,0,1,1,0,0,0,4
1230500,1231500,1,3,2,1,2,0,0,0,1
1231000,1232000,3,4,6,3,7,0,0,0,3
1231500,1232500,4,5,6,4,7,0,0,0,4
1232000,1233000,1,1,3,2,1,0,0,0,1
1232500,1233500,3,5,5,5,5,0,0,0,3
1233000,1234000,5,9,24,9,16,0,0,0,5
1233500,1234500,3,8,29,8,12,0,0,0,3
1234000,1235000,8,12,22,11,1,0,0,0,8
1234500,1235500,7,9,21,7,0,0,0,0,7
1235000,1236000,3,4,22,1,3,0,0,0,3
1235500,1236500,9,10,20,5,9,0,0,0,9
1236000,1237000,14,16,16,10,14,0,0,0,14
1236500,1237500,14,14,14,12,13,0,0,0,14
1237000,1238000,9,8,9,9,9,0,0,0,9
1237500,1238500,7,9,5,5,7,0,0,0,7
1238000,1239000,6,12,3,10,3,0,0,0,6
1238500,1239500,3,9,2,10,2,0,0,0,3
1239000,1240000,1,9,2,4,4,0,0,0,1
1239500,1240500,4,10,6,5,5,0,0,0,4
1240000,1241000,4,8,9,9,6,0,0,0,4
1240500,1241500,2,5,6,8,5,0,0,0,2
1241000,1242000,3,0,12,5,12,0,0,0,3
1241500,1242500,4,1,20,5,20,0,0,0,4
1242000,1243000,4,3,10,2,9,0,0,0,4
1242500,1243500,4,3,6,6,1,0,0,0,4
1243000,1244000,2,2,5,5,1,0,0,0,2
1243500,1244500,1,3,2,1,1,0,0,0,1
1244000,1245000,2,3,4,3,2,0,0,0,2
1244500,1245500,2,3,5,4,2,0,0,0,2
1245000,1246000,2,3,4,3,2,0,0,0,2
1245500,1246500,3,5,2,3,3,0,0,0,3
1246000,1247000,5,9,5,5,5,0,0,0,5
1246500,1247500,5,6,5,7,7,0,0,0,5
1247000,1248000,4,5,4,8,8,0,0,0,4
1247500,1248500,3,9,7,10,10,0,0,0,3
1248000,1249000,1,7,6,10,10,0,0,0,1
1248500,1249500,0,25,35,25,24,0,0,0,0
1249000,1250000,1,24,35,23,22,0,0,0,1
1249500,1250500,8,7,8,9,9,0,0,0,8
1250000,1251000,9,10,11,8,8,0,0,0,9
1250500,1251500,3,5,5,1,1,0,0,0,3
1251000,1252000,1,3,2,0,0,0,0,0,1
1251500,1252500,1,4,4,0,0,0,0,0,1
1252000,1253000,4,21,17,18,18,0,0,0,4
1252500,1253500,3,19,15,18,18,0,0,0,3
1253000,1254000,1,1,3,1,1,0,0,0,1
1253500,1254500,1,2,6,4,4,0,0,0,1
1254000,1255000,3,5,8,6,6,0,0,0,3
1254500,1255500,9,7,8,9,10,0,0,0,9
1255000,1256000,6,5,3,6,8,0,0,0,6
1255500,1256500,0,2,3,0,1,0,0,0,0
1256000,1257000,6,8,9,4,4,0,0,0,6
1256500,1257500,11,26,10,8,8,0,0,0,11
1257000,1258000,9,31,13,9,9,0,0,0,9
1257500,1258500,5,15,9,5,5,0,0,0,5
1258000,1259000,2,5,2,1,1,0,0,0,2
1258500,1259500,4,4,3,3,4,0,0,0,4
1259000,1260000,3,1,2,5,6,0,0,0,3
1259500,1260500,0,1,1,3,3,0,0,0,0
1260000,1261000,1,5,1,2,3,0,0,0,1
1260500,1261500,4,9,3,2,3,0,0,0,4
1261000,1262000,9,15,7,7,7,0,0,0,9
1261500,1262500,11,19,13,13,13,0,0,0,11
1262000,1263000,6,10,13,12,12,0,0,0,6
1262500,1263500,9,6,18,10,10,0,0,0,9
1263000,1264000,15,11,18,8,7,0,0,0,15
1263500,1264500,11,14,14,14,12,0,0,0,11
1264000,1265000,10,21,22,23,22,0,0,0,10
1264500,1265500,11,19,15,28,28,0,0,0,11
1265000,1266000,11,14,3,25,25,0,0,0,11
1265500,1266500,13,15,1,12,12,0,0,0,13
1266000,1267000,10,11,2,6,5,0,0,0,10
1266500,1267500,11,11,9,13,12,0,0,0,11
1267000,1268000,23,23,21,24,25,0,0,0,23
1267500,1268500,18,21,17,25,27,0,0,0,18
1268000,1269000,5,9,5,16,13,0,0,0,5
1268500,1269500,12,16,13,17,13,0,0,0,12
1269000,1270000,13,13,12,12,12,0,0,0,13
1269500,1270500,7,6,7,8,7,0,0,0,7
1270000,1271000,8,9,8,9,8,0,0,0,8
1270500,1271500,8,9,7,7,7,0,0,0,8
1271000,1272000,6,7,6,9,9,0,0,0,6
1271500,1272500,7,9,5,8,9,0,0,0,7
1272000,1273000,5,10,5,7,8,0,0,0,5
1272500,1273500,7,7,5,7,7,0,0,0,7
1273000,1274000,10,8,8,7,9,0,0,0,10
1273500,1274500,8,8,11,9,12,0,0,0,8
1274000,1275000,6,4,7,7,8,0,0,0,6
1274500,1275500,5,30,8,7,4,0,0,0,5
1275000,1276000,6,35,11,9,7,0,0,0,6
1275500,1276500,3,7,5,4,27,0,0,0,3
1276000,1277000,7,10,9,3,25,0,0,0,7
1276500,1277500,11,12,10,5,5,0,0,0,11
1277000,1278000,10,8,6,6,6,0,0,0,10
1277500,1278500,7,7,8,8,8,0,0,0,7
1278000,1279000,10,7,15,8,8,0,0,0,10
1278500,1279500,22,20,32,20,13,0,0,0,22
1279000,1280000,33,28,54,36,36,0,0,0,33
1279500,1280500,29,16,39,28,36,0,0,0,29
1280000,1281000,10,5,11,11,10,0,0,0,10
1280500,1281500,2,3,7,9,3,0,0,0,2
1281000,1282000,2,2,4,11,4,0,0,0,2
1281500,1282500,1,2,2,6,2,0,0,0,1
1282000,1283000,2,3,1,1,1,0,0,0,2
1282500,1283500,4,8,5,2,4,0,0,0,4
1283000,1284000,3,10,10,7,3,0,0,0,4
1283500,1284500,11,14,16,15,6,0,0,0,12
1284000,1285000,12,17,10,15,8,0,0,0,12
1284500,1285500,3,8,0,6,3,0,0,0,3
1285000,1286000,1,1,0,1,1,0,0,0,1
1285500,1286500,4,3,4,4,3,0,0,0,4
1286000,1287000,6,7,6,6,4,0,0,0,6
1286500,1287500,2,4,2,2,2,0,0,0,2
1287000,1288000,6,5,5,6,4,0,0,0,6
1287500,1288500,7,5,5,7,3,0,0,0,7
1288000,1289000,1,0,0,1,0,0,0,0,1
1288500,1289500,1,0,0,1,0,0,0,0,1
1289000,1290000,1,0,0,1,0,0,0,0,1
1289500,1290500,1,0,0,1,0,0,0,0,1
1290000,1291000,1,0,0,1,0,0,0,0,1
1290500,1291500,1,0,0,1,0,0,0,0,1
1291000,1292000,1,0,0,1,0,0,0,0,1
1291500,1292500,1,0,0,1,0,0,0,0,1
1292000,1293000,1,0,0,1,0,0,0,0,1
1292500,1293500,1,0,0,1,0,0,0,0,1
1293000,1294000,1,0,0,1,0,0,0,0,1
1293500,1294500,8,10,6,3,10,0,0,0,8
1294000,1295000,7,10,6,3,10,0,0,0,7
1294500,1295500,0,0,0,1,0,0,0,0,0
1295000,1296000,0,0,0,1,0,0,0,0,0
1295500,1296500,0,0,0,1,0,0,0,0,0
1296000,1297000,0,0,0,1,0,0,0,0,0
1296500,1297500,0,0,0,1,0,0,0,0,0
1297000,1298000,0,0,0,1,0,0,0,0,0
1297500,1298500,0,0,0,1,0,0,0,0,0
1298000,1299000,0,0,0,1,0,0,0,0,0
1298500,1299500,0,0,0,1,0,0,0,0,0
1299000,1300000,0,0,0,1,0,0,0,0,0
1299500,1300500,0,0,0,1,0,0,0,0,0
1300000,1301000,0,0,0,1,0,0,0,0,0
1300500,1301500,0,0,0,1,0,0,0,0,0
1301000,1302000,0,0,0,1,0,0,0,0,0
1301500,1302500,0,0,0,1,0,0,0,0,0
1302000,1303000,0,0,0,1,0,0,0,0,0
1302500,1303500,0,0,0,1,0,0,0,0,0
1303000,1304000,0,0,0,1,0,0,0,0,0
1303500,1304500,0,0,0,1,0,0,0,0,0
1304000,1305000,0,0,0,1,0,0,0,0,0
1304500,1305500,0,0,0,1,0,0,0,0,0
1305000,1306000,0,4,2,2,4,0,0,0,0
1305500,1306500,1,8,3,5,8,0,0,0,1
1306000,1307000,1,7,4,7,8,0,0,0,1
1306500,1307500,2,7,7,8,11,0,0,0,2
1307000,1308000,4,7,7,6,10,0,0,0,4
1307500,1308500,3,5,4,4,4,0,0,0,3
1308000,1309000,2,2,2,3,1,0,0,0,2
1308500,1309500,3,2,2,1,0,0,0,0,3
1309000,1310000,6,6,4,3,2,0,0,0,6
1309500,1310500,5,6,4,4,5,0,0,0,5
1310000,1311000,1,2,1,3,4,0,0,0,1
1310500,1311500,5,5,5,8,8,0,0,0,5
1311000,1312000,11,14,10,14,14,0,0,0,11
1311500,1312500,13,16,12,13,13,0,0,0,13
1312000,1313000,9,8,9,6,7,0,0,0,9
1312500,1313500,5,5,5,3,3,0,0,0,5
1313000,1314000,8,11,7,5,9,0,0,0,8
1313500,1314500,6,8,6,5,9,0,0,0,6
1314000,1315000,4,5,4,3,3,0,0,0,4
1314500,1315500,7,8,4,5,3,0,0,0,7
1315000,1316000,6,5,4,7,4,0,0,0,6
1315500,1316500,5,5,5,8,8,0,0,0,5
1316000,1317000,5,7,4,8,7,0,0,0,5
1316500,1317500,2,3,1,4,1,0,0,0,2
1317000,1318000,4,5,4,4,3,0,0,0,4
1317500,1318500,4,6,7,3,4,0,0,0,4
1318000,1319000,2,3,6,1,3,0,0,0,2
1318500,1319500,3,2,3,1,2,0,0,0,3
1319000,1320000,3,1,0,0,0,0,0,0,3
1319500,1320500,6,2,0,4,5,0,0,0,6
1320000,1321000,4,1,0,4,5,0,0,0,4
1320500,1321500,1,0,0,0,0,0,0,0,1
1321000,1322000,1,1,0,2,0,0,0,0,1
1321500,1322500,2,1,6,11,0,0,0,0,2
1322000,1323000,3,1,8,12,1,0,0,0,3
1322500,1323500,4,8,14,13,14,0,0,0,4
1323000,1324000,6,24,16,32,34,0,0,0,6
1323500,1324500,8,28,12,27,28,0,0,0,8
1324000,1325000,8,27,8,8,9,0,0,0,8
1324500,1325500,8,20,0,7,7,0,0,0,8
1325000,1326000,8,12,0,9,9,0,0,0,8
1325500,1326500,10,16,1,8,9,0,0,0,10
1326000,1327000,10,10,2,6,7,0,0,0,10
1326500,1327500,4,4,1,7,4,0,0,0,4
1327000,1328000,2,3,0,8,4,0,0,0,2
1327500,1328500,3,4,2,5,3,0,0,0,3
1328000,1329000,7,8,3,8,5,0,0,0,7
1328500,1329500,7,6,1,10,6,0,0,0,7
1329000,1330000,2,1,0,5,4,0,0,0,2
1329500,1330500,1,6,1,4,6,0,0,0,1
1330000,1331000,4,6,1,3,5,0,0,0,3
1330500,1331500,6,3,0,25,2,0,0,0,5
1331000,1332000,4,3,0,25,2,0,0,0,4
1331500,1332500,5,2,0,2,4,0,0,0,5
1332000,1333000,6,5,0,5,5,0,0,0,6
1332500,1333500,2,25,0,4,4,0,0,0,2
1333000,1334000,0,23,0,17,3,0,0,0,0
1333500,1334500,1,2,0,23,2,0,0,0,1
1334000,1335000,1,1,0,11,1,0,0,0,1
1334500,1335500,2,2,2,6,2,0,0,0,2
1335000,1336000,6,4,2,5,6,0,0,0,6
1335500,1336500,4,2,1,7,5,0,0,0,4
1336000,1337000,14,7,15,9,14,0,0,0,14
1336500,1337500,18,9,17,9,16,0,0,0,18
1337000,1338000,6,4,15,7,7,0,0,0,6
1337500,1338500,4,4,19,5,5,0,0,0,4
1338000,1339000,5,5,10,7,3,0,0,0,5
1338500,1339500,7,7,5,7,8,0,0,0,8
1339000,1340000,10,10,9,9,12,0,0,0,11
1339500,1340500,11,11,13,14,14,0,0,0,11
1340000,1341000,7,5,19,8,26,0,0,0,7
1340500,1341500,3,0,14,3,43,0,0,0,3
1341000,1342000,4,1,5,7,33,0,0,0,4
1341500,1342500,3,1,6,5,11,0,0,0,3
1342000,1343000,5,11,12,2,5,0,0,0,5
1342500,1343500,18,25,24,16,9,0,0,0,18
1343000,1344000,29,25,25,25,14,0,0,0,29
1343500,1344500,21,22,27,24,18,0,0,0,21
1344000,1345000,14,23,33,29,27,0,0,0,14
1344500,1345500,20,13,24,25,17,0,0,0,20
1345000,1346000,24,11,17,21,11,0,0,0,24
1345500,1346500,19,22,18,30,21,0,0,0,19
1346000,1347000,16,18,17,27,21,0,0,0,16
1346500,1347500,15,12,11,15,16,0,0,0,15
1347000,1348000,6,11,4,8,9,0,0,0,6
1347500,1348500,3,8,4,4,5,0,0,0,3
1348000,1349000,6,6,6,6,7,0,0,0,6
1348500,1349500,5,4,5,6,6,0,0,0,5
1349000,1350000,6,2,7,5,6,0,0,0,6
1349500,1350500,8,2,8,6,7,0,0,0,8
1350000,1351000,5,5,6,7,4,0,0,0,5
1350500,1351500,4,6,5,5,4,0,0,0,4
1351000,1352000,4,5,3,2,4,0,0,0,4
1351500,1352500,4,5,4,3,4,0,0,0,4
1352000,1353000,4,3,3,4,3,0,0,0,4
1352500,1353500,6,3,3,4,5,0,0,0,6
1353000,1354000,4,2,3,3,4,0,0,0,4
1353500,1354500,3,0,5,3,3,0,0,0,3
1354000,1355000,9,4,6,8,8,0,0,0,9
1354500,1355500,9,9,6,8,7,0,0,0,9
1355000,1356000,7,8,7,9,6,0,0,0,7
1355500,1356500,9,4,6,9,9,0,0,0,9
1356000,1357000,10,8,6,4,6,0,0,0,10
1356500,1357500,6,8,4,4,2,0,0,0,6
1357000,1358000,1,3,1,4,3,0,0,0,1
1357500,1358500,2,3,3,4,3,0,0,0,2
1358000,1359000,8,4,8,6,6,0,0,0,8
1358500,1359500,13,7,9,8,8,0,0,0,13
1359000,1360000,11,8,8,6,7,0,0,0,10
1359500,1360500,8,5,8,4,7,0,0,0,7
1360000,1361000,6,3,7,2,4,0,0,0,6
1360500,1361500,6,5,7,5,3,0,0,0,6
1361000,1362000,7,7,8,7,5,0,0,0,7
1361500,1362500,5,6,7,5,5,0,0,0,5
1362000,1363000,4,2,6,5,4,0,0,0,4
1362500,1363500,4,3,5,4,7,0,0,0,5
1363000,1364000,4,5,6,2,5,0,0,0,5
1363500,1364500,5,5,6,3,2,0,0,0,5
1364000,1365000,4,5,3,3,2,0,0,0,4
1364500,1365500,5,5,4,5,2,0,0,0,5
1365000,1366000,7,10,10,11,4,0,0,0,7
1365500,1366500,4,9,11,7,7,0,0,0,4
1366000,1367000,3,5,7,2,7,0,0,0,3
1366500,1367500,10,13,13,4,5,0,0,0,10
1367000,1368000,10,14,13,5,5,0,0,0,10
1367500,1368500,3,8,4,3,3,0,0,0,3
1368000,1369000,9,10,11,6,7,0,0,0,9
1368500,1369500,10,10,13,7,6,0,0,0,10
1369000,1370000,3,7,6,4,2,0,0,0,3
1369500,1370500,1,5,6,2,3,0,0,0,1
1370000,1371000,5,9,10,5,6,0,0,0,5
1370500,1371500,9,8,8,6,5,0,0,0,9
1371000,1372000,13,8,6,6,0,0,0,0,13
1371500,1372500,14,13,8,12,2,0,0,0,14
1372000,1373000,11,10,6,10,6,0,0,0,11
1372500,1373500,15,9,7,8,11,0,0,0,18
1373000,1374000,13,7,6,7,8,0,0,0,16
1373500,1374500,6,5,3,4,5,0,0,0,6
1374000,1375000,2,6,3,7,13,0,0,0,2
1374500,1375500,0,4,2,6,9,0,0,0,0
1375000,1376000,5,19,18,1,4,0,0,0,5
1375500,1376500,5,18,19,0,4,0,0,0,5
1376000,1377000,2,3,2,1,4,0,0,0,2
1376500,1377500,2,4,2,1,5,0,0,0,2
1377000,1378000,1,2,2,1,4,0,0,0,1
1377500,1378500,1,3,1,2,5,1,1,1,1
1378000,1379000,4,7,2,4,8,1,1,1,4
1378500,1379500,8,9,5,6,9,0,0,0,8
1379000,1380000,14,10,15,8,15,0,0,0,14
1379500,1380500,11,9,13,7,14,0,0,0,11
1380000,1381000,5,6,4,2,5,0,0,0,5
1380500,1381500,11,11,10,5,9,0,0,0,11
1381000,1382000,8,11,8,7,13,0,0,0,8
1381500,1382500,8,12,7,6,16,0,0,0,8
1382000,1383000,14,13,7,11,16,0,0,0,14
1382500,1383500,9,6,5,9,12,0,0,0,9
1383000,1384000,7,3,13,4,8,0,0,0,7
1383500,1384500,11,8,22,13,12,0,0,0,11
1384000,1385000,14,8,20,17,15,0,0,0,14
1384500,1385500,10,4,12,10,9,0,0,0,10
1385000,1386000,6,7,12,7,7,0,0,0,6
1385500,1386500,6,9,12,7,6,0,0,0,6
1386000,1387000,5,6,7,6,4,0,0,0,5
1386500,1387500,6,5,6,4,4,0,0,0,6
1387000,1388000,8,6,8,5,5,0,0,0,8
1387500,1388500,5,4,4,4,4,0,0,0,5
1388000,1389000,0,3,1,4,40,0,0,0,0
1388500,1389500,0,2,1,3,73,0,0,0,0
1389000,1390000,21,23,25,23,59,0,0,0,21
1389500,1390500,25,29,34,30,39,0,0,0,25
1390000,1391000,15,20,19,17,23,0,0,0,15
1390500,1391500,22,21,26,23,23,0,0,0,22
1391000,1392000,13,13,19,16,16,0,0,0,13
1391500,1392500,19,7,7,9,9,0,0,0,19
1392000,1393000,27,12,13,15,15,0,0,0,27
1392500,1393500,34,14,10,13,13,0,0,0,34
1393000,1394000,32,7,2,7,7,0,0,0,32
1393500,1394500,9,6,3,5,5,0,0,0,9
1394000,1395000,4,5,8,7,10,0,0,0,4
1394500,1395500,11,6,10,9,17,0,0,0,11
1395000,1396000,8,4,6,5,11,0,0,0,8
1395500,1396500,0,1,2,7,2,0,0,0,0
1396000,1397000,3,3,2,12,2,0,0,0,3
1396500,1397500,4,4,5,6,3,0,0,0,4
1397000,1398000,2,5,4,2,2,1,1,1,2
1397500,1398500,4,5,5,7,4,1,1,1,4
1398000,1399000,10,4,7,10,8,0,0,0,10
1398500,1399500,12,5,11,13,10,0,0,0,12
1399000,1400000,8,7,14,12,10,0,0,0,8
1399500,1400500,5,7,10,10,8,0,0,0,5
1400000,1401000,9,12,16,13,14,0,0,0,9
1400500,1401500,10,12,16,11,15,0,0,0,10
1401000,1402000,9,8,11,6,9,0,0,0,9
1401500,1402500,9,10,12,5,8,0,0,0,9
1402000,1403000,6,10,10,6,4,0,0,0,6
1402500,1403500,7,6,7,5,2,0,0,0,7
1403000,1404000,7,4,4,4,4,0,0,0,7
1403500,1404500,3,4,2,3,5,0,0,0,3
1404000,1405000,1,3,2,2,4,0,0,0,1
1404500,1405500,2,2,2,2,3,0,0,0,2
1405000,1406000,8,1,2,2,7,0,0,0,8
