fromPos,toPos,AggregateDist,03-2454_S25_L001,03-2525_S26_L001,03-2592_S27_L001,06-283016_S28_L001,06-284001_S29_L001,06-286011_S30_L001,06-2909_S23_L001,06-2950_S32_L001,06-299002_S31_L001,06-310013_S24_L001,31315_S10_L001,31316_S11_L001,31642_S12_L001,A_S9_L001,B_S10_L001,C_S11_L001,D_S12_L001,E_S13_L001,F_S14_L001,G_S15_L001,H_S16_L001,I_S17_L001,J_S18_L001,K_S19_L001,L_S20_L001,M_S21_L001,N_S22_L001,TG77198_S1_L001,TG77202_S2_L001,TG77206_S3_L001,TG77210_S16_L001,TG77214_S5_L001,TG77218_S6_L001,TG77222_S7_L001,TG77226_S8_L001
1712500,1717500,81,37,23,20,7,16,15,14,20,38,19,23,23,23,0,0,0,0,31,31,0,37,23,0,0,18,0,18,19,0,0,0,0,0,0,37
1715000,1720000,104,44,34,29,23,28,28,24,29,45,30,34,34,34,0,0,0,0,37,37,0,44,34,0,0,29,0,29,28,0,0,0,0,0,0,44
1717500,1722500,89,27,33,31,25,30,30,24,31,27,28,33,33,33,0,0,0,0,35,35,0,27,33,0,0,29,0,29,28,0,0,0,0,0,0,27
1720000,1725000,63,17,18,25,15,20,20,19,25,17,17,17,17,17,0,0,0,0,19,19,0,17,17,0,0,23,0,23,23,0,0,0,0,0,0,17
1722500,1727500,63,17,23,31,14,21,21,23,31,17,23,21,21,21,0,0,0,0,19,19,0,17,21,0,0,28,1,28,30,0,0,0,0,0,0,17
1725000,1730000,56,15,19,22,16,18,18,19,22,15,19,18,18,18,0,0,0,0,21,21,0,15,18,0,0,18,1,18,22,0,0,0,0,0,0,15
1727500,1732500,31,8,9,11,11,10,10,10,11,8,7,10,10,10,0,0,0,0,13,13,0,8,10,0,0,8,0,8,9,0,0,0,0,0,0,8
1730000,1735000,7,0,2,3,3,2,2,3,3,0,5,2,2,2,0,0,0,0,1,1,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0
1732500,1737500,43,7,17,15,10,17,17,11,15,7,20,11,11,11,0,0,0,0,16,16,0,7,11,0,0,15,0,15,14,0,0,0,0,0,0,7
1735000,1740000,71,19,25,28,19,26,26,20,28,19,27,20,20,20,0,0,0,0,29,29,0,19,20,0,0,25,0,25,25,0,0,0,0,0,0,19
1737500,1742500,67,33,27,26,31,31,31,28,26,33,35,26,26,26,0,0,0,0,33,33,0,33,26,0,0,32,0,32,27,0,0,0,0,0,0,33
1740000,1745000,81,35,40,28,33,35,35,32,28,36,40,39,39,39,0,0,0,0,31,31,0,35,39,0,0,32,0,32,32,0,0,0,0,0,0,35
1742500,1747500,94,30,38,29,21,25,25,24,29,31,30,38,38,38,0,0,0,0,26,26,0,30,38,0,0,26,0,26,27,0,0,0,0,0,0,30
1745000,1750000,91,28,32,25,13,25,25,16,25,28,32,35,35,35,0,0,0,0,28,28,0,28,32,0,0,24,0,24,25,0,0,0,0,0,0,28
